	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	BH_p
At4g10620_At3g57180_At3g47450	0	24991	0	18484	0	0	5003	0	0	0	9373	12432	12804	0	4864	0	0	0	30794	0	0	0	0	0	0	0	0	7496	23176	0	0	4980.56666666667	8746.72965360959	7.62309581470175	0.0100544620686356	1	0.0211702284667382
Listeria_surface_proteins:_Internalin-like_proteins	100	0	0	0	306	282	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	28.3666666666667	77.0904007322408	7.44762199754042	0.0108525330584791	1	0.0227873131809616
At5g37530	0	117129	0	95843	0	0	77501	0	0	0	59513	0	152363	57909	84916	0	0	0	127689	101466	0	0	0	0	0	0	69202	66158	100587	67592	0	39262.2666666667	49283.9176852774	7.40161915169563	0.0110730064919704	1	0.0231860191185458
CBSS-214092.1.peg.3450	288	216	210	181	143	293	0	0	354	0	0	0	0	224	0	0	453	0	0	0	0	9	0	181	17	0	0	0	296	0	0	95.5	136.533373462189	7.38291437129513	0.0111640436297723	1	0.0233122453756679
beta-glucuronide_utilization	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1944	0	0	0	1974	867	0	0	2360	0	0	0	0	0	0	238.3	651.08689763799	7.34758110546253	0.0113382476712712	1	0.0236109663044603
COG2509	0	0	0	40834	43961	43759	31472	0	0	0	0	0	56005	0	0	0	0	0	46816	0	0	0	0	0	0	0	29376	29126	34100	29094	0	12818.1	19141.0853318016	7.28591154182046	0.0116494435751874	1	0.0241925430958687
VC0266	4712	0	0	0	4399	4890	1261	0	0	57	2162	3128	0	0	1780	0	0	0	0	0	0	0	0	2327	0	0	2275	0	4001	0	0	1033.06666666667	1653.29760204252	7.13712047653646	0.012439323468992	1	0.0257623147253988
Translation_elongation_factor_G_family	56638	50558	47285	56645	57348	60895	53688	43462	64230	38968	56421	86467	93146	35319	49138	46499	38850	51070	61603	61828	36428	45904	41751	37615	34953	39760	47691	50472	46448	46683	48414.5	51258.7666666667	13449.315623361	7.11913165301964	0.0125387137761411	1	0.025897397935463
Phenazine_biosynthesis	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0.9	2.49620401465077	7.07521663778163	0.0127850100013823	1	0.0263343412528473
YgfZ	0	0	0	362410	388399	0	310315	0	0	0	247251	388009	579957	200299	272414	0	0	0	416384	352958	0	0	0	0	0	0	217535	228746	396408	212510	0	152453.166666667	180372.73534107	6.76788329986158	0.0146639852154814	1	0.0301227663776014
Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_)	13789	12204	12441	14046	11085	13283	0	0	15967	0	0	0	0	0	0	0	27085	0	13782	13646	0	20684	0	0	0	0	0	0	11228	0	0	5974.66666666667	7961.44543423484	6.59234326392643	0.0158712154228564	1	0.0325145440284463
Predicted_carbohydrate_hydrolases	15949	12326	0	0	0	13881	9728	0	0	0	9083	0	17797	10157	5306	0	0	0	14382	0	0	0	0	13573	0	0	12542	11567	12024	12667	0	5699.4	6530.74839984431	6.56901141624646	0.016039698199298	1	0.0327533649456268
Dipeptidases_(EC_3.4.13.-)	3803	0	0	3273	20790	4405	0	0	2682	0	0	0	0	0	0	0	0	0	25588	0	0	0	0	9423	0	0	0	0	2880	0	0	2428.13333333333	6042.82052055811	6.56426514481818	0.0160742107648722	1	0.0327533649456268
CTP_synthase_(EC_6.3.4.2)_cluster	33516	35261	35931	30575	29237	36729	24561	26757	35760	23676	22705	37313	72505	21751	23297	30428	25071	33448	33097	34639	20486	0	0	33196	19570	23555	19029	20332	29668	19074	27997	27705.5666666667	12532.6445173734	6.55054827344633	0.0161744108396935	1	0.0328691780602886
Beta-Glucoside_Metabolism	16034	8255	10195	7408	12314	13424	11398	0	1985	0	10416	12067	11104	7203	6509	0	31296	0	14573	8714	0	0	0	0	0	0	10525	6285	11588	10500	7831.5	7393.1	7056.94773499725	6.37593151013116	0.0175115365633561	1	0.0354912960294757
Bacterial_cyanide_production_and_tolerance_mechanisms	11737	21324	0	0	17151	16323	7431	0	0	0	10721	14642	24819	0	20406	0	0	0	26511	0	0	0	0	16567	0	0	0	10101	0	0	0	6591.1	8994.35354043551	6.33532100874542	0.0178395736904083	1	0.0360597249528787
Sporulation_Cluster	0	0	0	45535	42554	49996	0	0	0	0	0	0	79505	0	44612	0	0	0	50617	0	0	0	0	0	0	0	0	0	43873	0	0	11889.7333333333	22698.2475260541	6.18864026858753	0.0190817106885657	1	0.0384679167604597
Two-component_regulatory_systems_in_Campylobacter	76	183	4290	1695	38	43	739	0	458	0	323	726	235	258	215	0	0	0	120	1634	0	0	0	0	0	0	393	473	114	387	117	413.333333333333	850.455307400135	6.07995988447554	0.0200631967327401	1	0.0403392655793554
Lactate_utilization	0	21773	0	22878	22549	32264	0	0	0	0	32360	39680	0	0	48976	0	0	0	20864	0	0	0	0	0	0	0	21070	23467	28594	20492	0	11165.5666666667	14965.0214020685	5.76503977074437	0.0232343494198024	1	0.0465916319053181
Sporulation-associated_proteins_with_broader_functions	0	9207	8705	0	0	0	1027	0	0	0	840	2320	0	0	1311	0	0	0	0	0	0	0	0	0	0	0	1583	1445	7728	1574	0	1191.33333333333	2583.91873382049	5.72542576327746	0.0236708128326473	1	0.0473416256652947
Thiamin_biosynthesis	0	45411	33789	46598	0	0	17920	0	0	0	0	28937	44093	21301	27087	0	0	0	0	38734	0	0	0	0	0	0	0	22381	0	0	0	10875.0333333333	16731.7349214482	5.60219864446706	0.0250872281626362	1	0.0499710313451827
Isoprenoid_Biosynthesis	0	124458	0	87660	0	0	35687	0	0	0	26849	77150	115163	0	62209	0	0	0	0	87214	0	0	0	0	0	0	0	54436	114435	0	0	26175.3666666667	42085.1081029066	5.59966058431482	0.0251173653595179	1	0.0499710313451827
CBSS-188.1.peg.9880	0	12217	0	11302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13292	0	0	0	0	0	0	0	0	0	0	0	0	1227.03333333333	3753.15606485081	5.56738876178896	0.0255040604633731	1	0.0506075335896252
PFGI-1-like_cluster_1	4850	3238	12956	0	128	141	113	0	0	3	0	300	0	1735	154	0	0	0	152	0	0	0	0	188	0	0	111	0	3888	114	1.5	935.7	2586.25236987608	5.55897649094058	0.0256059339607208	1	0.0506770181259174
A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins	0	0	61464	0	70126	0	13450	0	0	0	520	19604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11645	61535	0	0	7944.8	19730.5432111459	5.54036993610899	0.025832857003966	1	0.050992983356787
Bile_hydrolysis_related_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5397	4760	0	0	3934	0	0	0	0	0	0	0	0	0	0	469.7	1446.07700348218	5.48117227537954	0.0265696885312672	1	0.0523112309264948
Lysine_degradation	20831	17691	13931	0	21455	20879	3366	10054	0	0	0	0	16114	0	12099	17826	10910	13657	25903	20963	0	9584	9400	2676	8663	0	9178	9814	16740	9213	9699	10031.5666666667	8048.37507131134	5.46001978416128	0.0268385641443357	1	0.0527037088637473
Bile_hydrolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5740	4760	0	0	3934	0	0	0	0	0	0	0	0	0	0	481.133333333333	1487.15045115409	5.42958414653094	0.0272307176346125	1	0.0533356174858819
Phage_capsid_proteins	0	0	674	0	0	606	0	0	0	0	0	0	0	0	0	0	0	0	859	0	4	0	0	0	0	0	0	0	0	0	0	71.4333333333333	220.213639737499	5.415332419291	0.0274165145845	1	0.0535611290078634
Terminal_cytochrome_C_oxidases	11025	8121	11481	7352	7830	10100	25962	0	13371	0	19183	15485	42805	7618	11087	0	0	0	2738	7017	0	0	0	15238	0	0	3789	11161	11005	3810	7485	8205.93333333333	9384.23593029301	5.28281199253286	0.0292127043915912	1	0.0569234702540517
Nudix_proteins_(nucleoside_triphosphate_hydrolases)	14736	0	0	12647	0	0	2423	0	5692	0	0	0	23604	9107	0	0	4872	0	22266	0	0	0	0	11751	0	0	0	5585	17968	4812	0	4515.43333333333	7140.39492621373	5.26930297237106	0.0294029798521817	1	0.0571473300716762
Osmotic_stress_cluster	0	6811	0	0	8779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4897	0	0	682.9	2145.16777496741	5.22478454397178	0.0300397745486318	1	0.05823567546768
Urea_carboxylase_and_Allophanate_hydrolase_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0.466666666666667	1.47935991128813	5.11304347826087	0.0317062783818714	1	0.0613095893200472
Siderophore_Pyoverdine	8	6	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	13	0	5	14	0	2.13333333333333	3.91930089942452	5.08359488970425	0.0321623096084259	1	0.0620331569546739
Siderophore_Anthrachelin	1026	1428	1425	982	1459	1409	1876	0	875	0	0	1381	4027	0	769	0	0	0	1314	1011	0	150	0	3170	0	154	3928	1964	866	3781	928.5	1099.83333333333	1232.99819848663	4.93143652413932	0.034637216910753	1	0.0666370822800782
Glyoxylate_bypass	22975	18403	20255	17043	14352	20405	45214	0	23455	0	40734	46279	90560	13803	50325	0	0	0	15471	13811	0	0	0	34643	0	0	21665	23936	21085	21055	17723	19182.3	20368.0715931611	4.77639469420768	0.0373778946284321	1	0.0717277066540544
YgjD_and_YeaZ	0	0	0	0	16353	0	0	0	0	0	0	0	0	0	0	0	0	0	19792	0	0	0	0	13187	0	0	0	0	17563	0	0	2229.83333333333	5849.65401324836	4.76162310768402	0.0376513088945381	1	0.0720699296516663
Bacteriocin-like_peptides_Blp	318	1016	1077	112	987	1075	900	0	775	3	788	1424	1026	59	314	0	0	1186	38	764	0	0	0	1633	0	0	1940	705	729	2009	717	629.266666666667	623.03566806256	4.72599771947066	0.0383198909768175	1	0.0731649303789109
ABC_transporter_oligopeptide_(TC_3.A.1.5.1)	36441	0	0	34767	0	0	0	0	0	0	0	16966	16537	22499	11991	0	0	0	0	35408	0	0	0	0	0	0	0	8124	0	0	0	6091.1	11677.6802146895	4.69941252006593	0.0388274016392712	1	0.0739476644285616
L-Cystine_Uptake_and_Metabolism	0	0	0	0	17993	18298	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	8797	0	12585	8682	0	2223.46666666667	5322.42844323278	4.68447271701316	0.0391158738969876	1	0.0743103569271092
Lipoic_acid_metabolism	0	0	0	11315	13257	0	14366	0	12066	0	12490	15748	22431	0	10456	0	0	0	15763	0	0	0	0	18484	0	0	0	8589	15046	0	0	5667.03333333333	7425.60886849126	4.64330565665535	0.0399231580705373	1	0.0756543845436681
Polyhydroxybutyrate_metabolism	0	6699	4046	7034	0	0	489	0	0	0	0	0	3711	2655	1303	0	0	0	0	0	0	0	0	0	0	0	0	2431	0	0	0	945.6	1970.17703738032	4.57340079978132	0.0413367399268771	1	0.0781377777171392
Aerotolerance_operon_in_Bacteroides_and_potentially_orthologous_operons_in_other_organisms	1868	1257	1079	1218	1824	1570	0	0	0	0	0	2996	4413	0	0	0	0	0	1653	0	0	0	0	0	0	0	3818	0	1658	3901	0	908.5	1345.16797438474	4.56299589161165	0.0415518605358369	1	0.0782335779587626
Uracil-DNA_glycosylase	15336	12807	11836	12630	11703	13882	0	9772	13222	10568	0	0	19440	8687	0	12696	10895	11930	12225	13077	10494	0	0	8999	12908	0	7504	7931	12562	7368	10731.5	8949.06666666667	5549.1134733604	4.56097234669049	0.0415938415796587	1	0.0782335779587626
Polyadenylation_specificity_factor	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	28	0	0	0	0	0	2.63333333333333	8.82974336071507	4.4832086201736	0.0432434567023675	1	0.0811350004465213
Malonate_decarboxylase	0	0	0	0	0	0	0	630	0	0	0	0	0	0	0	0	168	730	0	0	0	0	0	0	0	0	0	0	0	0	0	50.9333333333333	174.217251082413	4.28143361613988	0.0478740463309058	1	0.0896013015279669
Pyrimidine_utilization	13719	13743	14684	0	0	0	5819	0	0	0	7477	12860	14451	8224	0	0	5263	0	0	0	0	16	0	8460	0	0	9248	7479	11404	9197	8	4734.8	5592.88463231138	4.12600335415449	0.0518192214765468	1	0.0967462312296121
KDO2-Lipid_A_biosynthesis	0	0	119782	0	119446	0	44332	0	0	0	0	63822	94931	0	68183	0	0	0	0	0	0	0	0	0	0	0	55107	42722	103398	53275	0	25499.9333333333	40342.6655983663	3.97664009216238	0.0559559384406648	1	0.104212779700304
H2:CoM-S-S-HTP_oxidoreductase	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0.566666666666667	2.02881540659149	3.85639396346306	0.0595561004916314	1	0.110645892580041
Carboxysome	99	51	9	22	0	91	19	0	85	0	112	89	156	0	55	0	0	0	0	23	0	0	0	24	0	0	67	105	0	81	14	36.2666666666667	45.6303992239092	3.8027257633291	0.0612463217464372	1	0.113507853016624
Proteasome_archaeal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	32	70	0	0	2	0	0	0	0	0	0	3.73333333333333	13.8637043697049	3.55018867924529	0.0699603833524633	1	0.129341391661383
Archaeal_membrane_bound_hydrogenases	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	84	8	0	0	0	14	0	0	0	0	10	0	0	0	0	0	4.16666666666667	15.5099152565179	3.53112094593686	0.0706731698995157	1	0.129710079379741
Energy-conserving_hydrogenase_(ferredoxin)_Ech	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	84	8	0	0	0	14	0	0	0	0	10	0	0	0	0	0	4.16666666666667	15.5099152565179	3.53112094593686	0.0706731698995157	1	0.129710079379741
Mebrane_bound_hydrogenases	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	84	8	0	0	0	14	0	0	0	0	10	0	0	0	0	0	4.16666666666667	15.5099152565179	3.53112094593686	0.0706731698995157	1	0.129710079379741
CBSS-281090.3.peg.464	45710	0	0	40875	0	0	0	0	0	0	0	0	76198	27446	39641	0	0	0	0	43907	0	0	0	33568	0	0	31197	34899	39478	31342	0	14808.7	21252.7731142274	3.47047249596998	0.072995514006059	1	0.133648791344427
A_Glutathione-dependent_Thiol_Reductase_Associated_with_a_Step_in_Lysine_Biosynthesis	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	80	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4.2	15.8884039258305	3.40530105714724	0.0755878745024659	1	0.137989876588662
D-allose_utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	8	0	0	12	0	4	90	0	0	0	0	33	0	8.03333333333333	23.7174216970147	3.40178700332055	0.0757305919009013	1	0.137989876588662
COG1565	25337	0	0	21310	0	0	11080	0	0	0	8624	12405	24500	0	9101	0	0	0	0	0	0	0	0	20096	0	0	9701	7615	22253	0	0	5734.06666666667	8699.85910679943	3.39505890547337	0.0760046956888324	1	0.138157216623825
Staphylococcus_aureus_hypothetical_repetitive_gene_loci	0	0	32280	0	32558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2161.26666666667	8225.04492360998	3.35992587899239	0.0774544297175633	1	0.139824913852989
Polyprenyl_Diphosphate_Biosynthesis	0	0	0	13180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12955	0	0	0	0	0	0	0	0	0	0	0	871.166666666667	3315.46264606786	3.35970118532238	0.0774638019408222	1	0.139824913852989
Hypothetical_Related_to_Dihydroorotate_dehydrogenase	0	0	0	0	5778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5526	0	0	376.8	1434.34008375353	3.35799738076607	0.077534911427795	1	0.139824913852989
Leucine_Degradation_and_HMG-CoA_Metabolism	0	0	0	0	42111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37961	0	0	2669.06666666667	10172.0650869592	3.34920412854381	0.0779030840789901	1	0.139824913852989
Sporulation_draft	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	9.6	36.5943278061807	3.34760147601476	0.0779704006043579	1	0.139824913852989
D-ribose_utilization	0	0	5401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4803	0	0	340.133333333333	1296.79830493341	3.34620899941055	0.0780289426910481	1	0.139824913852989
CBSS-258594.1.peg.3339	2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2338	0	0	172.866666666667	661.264761693432	3.32145351757998	0.0790780824905841	1	0.141370722943072
Sporulation_gene_orphans	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	4.2	16.0889767360697	3.31094890510949	0.0795281043403182	1	0.141507753732303
CBSS-316273.3.peg.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0.3	1.14921262400498	3.31094890510949	0.0795281043403182	1	0.141507753732303
Sortase	0	0	0	0	0	0	0	28	0	0	0	0	0	0	20	6	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	10.9126626859145	3.27108092812677	0.0812627537467168	1	0.144255661217825
PFGI-1-like_cluster_2	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1076	0	0	85.2333333333333	328.696242053708	3.26180533888317	0.0816724777596639	1	0.144644247994919
Methanopterin_biosynthesis2	12485	0	0	10008	0	0	11080	0	0	0	0	0	0	7044	9101	0	6657	0	0	11161	0	0	0	10852	0	0	9859	7925	11061	0	0	3574.43333333333	4902.32639132957	3.24687921660499	0.0823367431195509	1	0.145439076376696
Serine_endopeptidase_(EC_3.4.21.-)	4490	2462	3738	2365	2011	3506	11038	0	4659	0	9457	0	17653	1937	7035	0	0	0	1645	3203	0	0	0	5413	0	0	7999	5749	4238	8067	2413.5	3555.5	4164.97827746126	3.24311983314988	0.0825050169419253	1	0.145439076376696
Capsular_Polysaccharides_Biosynthesis_and_Assembly	0	0	0	14542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21926	0	0	1215.6	4726.62575278565	3.202448381782	0.0843507699094833	1	0.148347757752641
Conjugative_transfer_related_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21207	0	0	0	0	0	0	0	13252	0	0	0	0	0	0	1148.63333333333	4494.33205104579	3.15803626803263	0.0864202422195573	1	0.151635517598205
Folate_Biosynthesis	0	0	0	50239	0	0	24766	0	0	0	21788	33115	46827	18534	22837	0	0	0	0	34085	0	0	0	0	0	0	41991	19322	73369	45936	0	14426.9666666667	20606.1707622161	3.14475782572008	0.0870501798827091	1	0.152346974989624
Ubiquinone_Menaquinone-cytochrome_c_reductase_complexes	6848	5354	6809	5033	3683	5984	20871	0	0	0	9705	9712	24371	0	7045	0	0	0	1705	4440	0	0	0	12537	0	0	1794	6051	6714	1728	2738.5	4679.46666666667	6088.66831447388	3.14103594105225	0.0872276875270406	1	0.152346974989624
Adhesion_of_Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332	2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.1	468.70182786957	3.11784289921354	0.0883431879863167	1	0.153744731984224
Glutamate_dehydrogenases	29276	28291	26360	24826	23686	29093	25767	27485	28543	24024	17361	37282	47051	17330	25001	0	25507	30916	29263	27157	22014	25313	25279	21290	23273	0	15205	21187	25627	15320	25296	23957.5666666667	8963.36860815994	3.11597682114077	0.0884336453101867	1	0.153744731984224
Vibrio_Core_Oligosaccharide_Biosynthesis	0	50169	0	0	0	0	0	0	0	0	0	0	0	19063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39701	0	0	3631.1	11833.5427911364	3.09185052485532	0.0896127363889835	1	0.155304178112252
Transport_of_Zinc	0	0	0	4739	0	0	0	0	0	0	3548	3959	0	4785	2890	0	0	0	6548	4325	0	0	0	0	0	0	3889	2314	0	3728	0	1357.5	2056.47064165769	3.08925990248874	0.0897404089883462	1	0.155304178112252
Unknown_carbohydrate_utilization_containing_Fructose-bisphosphate_aldolase	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	22	0	0	47	0	0	0	0	2	0	2.43333333333333	9.32805680075764	2.91661987033161	0.098737583745552	1	0.170461058785557
Glutathione-regulated_potassium-efflux_system_and_associated_functions	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	646	0	0	0	0	0	35	0	0	0	419	0	0	36.9666666666667	138.110271618141	2.91279415039777	0.0989483718544129	1	0.170461058785557
Phage_introns	0	0	10	0	41	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	4.5	14.8364648638135	2.87305357158279	0.101168860848003	1	0.173891148577747
Lipid_A_modifications	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1614	0	0	0	0	20	0	0	670	0	0	0	0	0	0	76.8	314.990355626853	2.84532437341305	0.10275219316903	1	0.176213037154128
Selenocysteine_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38239	0	0	0	0	0	0	0	0	0	16738	0	0	1832.56666666667	7523.83052515568	2.83893496344668	0.103121060920768	1	0.176446420266236
Synthesis_of_osmoregulated_periplasmic_glucans	0	0	0	0	7629	0	0	0	4173	0	0	0	0	2819	0	0	2499	0	6868	0	0	0	0	6252	14	0	0	0	0	0	0	1008.46666666667	2240.33791683514	2.75821088622671	0.107915358112639	1	0.184233877138245
Biofilm_formation_in_Staphylococcus	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233333333333333	0.971430986184577	2.75317725752509	0.108222734431049	1	0.184343444266821
mnm5U34_biosynthesis_bacteria	0	0	0	96592	0	0	51499	0	0	0	54985	0	141008	56418	79125	0	0	0	0	99805	0	0	0	0	0	0	64803	45730	105500	63633	0	28636.6	42002.4575386103	2.73787792248997	0.109163211575434	1	0.185528507565424
SpoVS_protein_family	2	5	0	0	0	0	0	0	0	60	0	0	0	3	2	7	0	3	0	13	0	0	70	0	0	0	0	0	2	0	0	5.56666666666667	16.4456960795288	2.72745843341184	0.109809125760467	1	0.186208763593813
Flavocytochrome_C	56	15	0	85	26	35	126	0	66	0	0	193	120	54	56	0	0	0	46	97	0	0	0	16	0	0	181	144	39	218	30.5	52.4333333333333	64.9310952197542	2.71605041656156	0.110521395369059	1	0.186998253771757
Dimethylarginine_metabolism	0	0	0	0	756	0	0	0	902	0	0	0	0	0	0	2534	0	0	0	0	4986	0	0	0	1447	1203	2819	0	0	2744	0	579.7	1197.73125043804	2.67080141953599	0.113399738170888	1	0.191277256404997
Streptococcal_Hyaluronic_Acid_Capsule	21333	20489	19384	20549	18414	20795	9837	18383	21287	20775	10901	14638	18935	9674	10128	0	19073	0	21866	20770	16395	16662	20473	10005	23465	21667	8249	8936	17934	7964	18398.5	15632.7	6465.22811369166	2.66839700962221	0.113555099448877	1	0.191277256404997
Coenzyme_F420_hydrogenase	46	37	0	75	11	19	135	0	100	0	138	0	66	0	28	0	0	0	0	91	0	0	0	0	0	0	122	183	30	174	5.5	41.8333333333333	57.9328287215303	2.6323886977945	0.115911569896333	1	0.194813680668337
Bacterial_RNA-metabolizing_Zn-dependent_hydrolases	0	0	0	132213	0	0	90208	0	0	0	86456	137621	158191	0	99311	0	0	0	146376	0	0	0	0	100730	0	0	0	71775	120130	0	0	38100.3666666667	57091.941278344	2.57076614072373	0.120077359933139	1	0.201096816591306
Lysozyme_inhibitors	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	64	0	0	52	0	0	0	0	0	0	16.7333333333333	70.1810139043579	2.56927136970226	0.120180551340187	1	0.201096816591306
CBSS-316057.3.peg.1308	0	619	0	0	0	0	0	0	0	0	0	0	0	469	12	0	0	0	0	541	0	0	0	0	0	0	0	0	0	0	0	54.7	166.731696508761	2.54950471935269	0.121554897319772	1	0.202948484952396
dTDP-rhamnose_synthesis	36449	30394	27492	30683	27612	36607	36559	0	28887	36017	35432	45483	74404	21924	29168	0	47995	45230	45153	36634	39810	0	0	27965	46053	0	23725	26735	32043	23796	30538.5	29741.6666666667	16880.2564805922	2.521568512878	0.123528611813071	1	0.205790522536939
Type_I_protein_secretion_systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	13	0	0	0	0	0	0	0.566666666666667	2.45909057108143	2.51434489901605	0.124045030040746	1	0.206197659585276
COG0398	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0.733333333333333	3.20488133443597	2.47600487210718	0.126828522015175	1	0.210363281591909
CBSS-222523.1.peg.1311	53101	0	0	0	56977	0	43758	0	0	0	0	0	85654	0	43131	0	0	0	0	0	0	0	0	0	0	0	0	39051	53184	0	0	12495.2	24102.7727241723	2.40522940400809	0.132161056351161	1	0.218261876301369
Hydroxyaromatic_decarboxylase_family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	89	0	0	0	0	0	0	0	0	0	13.9666666666667	61.858840046949	2.40515897123929	0.132166492377742	1	0.218261876301369
(GlcNAc)2_Catabolic_Operon	0	0	0	0	0	0	0	0	0	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	46.0666666666667	207.403144546596	2.32114931266997	0.138841506417795	1	0.228786656227584
The_usher_protein_HtrE_fimbrial_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	0	0	71	0	0	107	0	0	0	0	0	0	33.3666666666667	150.907480981202	2.29847275201886	0.14071073481067	1	0.231363854634464
Orphan_regulatory_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3334	0	0	0	0	19	0	0	706	0	0	0	0	0	0	135.3	617.703485947525	2.25220007477008	0.144617880692431	1	0.237273492564639
Carbon_monoxide_induced_hydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0.566666666666667	2.59553108422831	2.23638876093966	0.145982229392938	1	0.238994664967272
Menaquinone_Biosynthesis_via_Futalosine_--_gjo	0	3298	5296	3363	1856	5321	6917	0	0	0	6292	6647	11985	2439	5258	0	0	0	988	3423	0	0	0	13266	0	0	0	3777	0	0	494	2670.86666666667	3618.83927603135	2.20445812996957	0.148784226862916	1	0.243056991297608
Type_1_pili_(mannose-sensitive_fimbriae,_gamma-fimbriae)	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1365	0	0	0	0	83	0	0	121	0	0	0	0	0	0	52.6666666666667	249.25147712817	2.08425040075316	0.159921735490994	1	0.260689624735857
