	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	chi-squared_stat	p	bonferroni_p	BH_p
CBSS-354.1.peg.2917	0	0	0	0	0	0	18517	0	0	0	4844	0	42674	0	23726	0	0	0	0	0	0	0	0	20573	0	0	0	0	0	0	0	3677.8	9769.4084824288	11.4775725593668	0.003218672473699	1	0.00652340570872685
Cluster_with_second_YidC_in_Bacilli	0	2358	0	0	2173	2005	0	0	0	0	0	0	0	0	0	0	0	0	2937	0	0	0	0	0	0	0	0	0	1896	0	0	378.966666666667	875.22274931559	11.4775725593668	0.003218672473699	1	0.00652340570872685
DNA-replication	0	0	0	0	0	0	204127	0	0	0	173769	314116	0	0	216969	0	0	0	0	0	0	0	0	0	0	0	0	187838	0	0	0	36560.6333333333	85659.8370579349	11.4775725593668	0.003218672473699	1	0.00652340570872685
Energy-conserving_hydrogenase_(ferredoxin)_Ech	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	84	8	0	0	0	14	0	0	0	0	10	0	0	0	0	0	4.16666666666667	15.5099152565179	11.4775725593668	0.003218672473699	1	0.00652340570872685
Erythromycin_resistance	0	0	0	0	0	0	0	0	0	0	292	218	240	0	275	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	36.0666666666667	89.1023949263385	11.4775725593668	0.003218672473699	1	0.00652340570872685
Glycine_cleavage_system	0	46570	0	36308	38308	0	0	0	0	0	0	0	0	0	0	0	0	0	42965	0	0	0	0	0	0	0	0	0	48492	0	0	7088.1	16236.1549175566	11.4775725593668	0.003218672473699	1	0.00652340570872685
Ketoisovalerate_oxidoreductase	0	0	3004	3222	0	3841	0	0	0	0	0	0	0	0	0	0	0	0	4470	0	0	0	0	0	0	0	0	0	3062	0	0	586.633333333333	1354.31831645993	11.4775725593668	0.003218672473699	1	0.00652340570872685
Listeria_surface_proteins:_Internalin-like_proteins	100	0	0	0	306	282	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	28.3666666666667	77.0904007322408	11.4775725593668	0.003218672473699	1	0.00652340570872685
Mebrane_bound_hydrogenases	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	84	8	0	0	0	14	0	0	0	0	10	0	0	0	0	0	4.16666666666667	15.5099152565179	11.4775725593668	0.003218672473699	1	0.00652340570872685
Perosamine_Synthesis_Vibrio	0	0	0	0	0	0	2654	0	0	0	3077	3350	0	0	1999	0	0	0	0	0	0	0	0	0	0	0	0	1983	0	0	0	435.433333333333	1016.66068266564	11.4775725593668	0.003218672473699	1	0.00652340570872685
Streptothricin_resistance	0	0	0	0	0	0	0	507	0	820	0	0	0	0	0	0	0	590	0	0	0	618	477	0	0	0	0	0	0	0	0	100.4	233.754749168056	11.4775725593668	0.003218672473699	1	0.00652340570872685
Galactose-inducible_PTS	25374	0	24050	22978	26725	27125	3582	0	0	0	2941	0	0	0	0	0	266	0	27552	0	0	0	0	0	0	0	14915	0	21554	0	0	6568.73333333333	10785.4790437096	11.2058420268256	0.00368707796729626	1	0.00745281359789485
Siderophore_Enterobactin	36	110	24	49	0	28	0	6	13	0	0	0	0	23	0	0	2422	0	22	34	5	111	0	0	109	0	0	0	41	0	2.5	101.1	439.627063739727	11.0045235069886	0.00407753861400516	1	0.00822014433355296
Restriction-Modification_System	48490	49848	20567	24931	25488	27614	0	0	2556	0	0	0	0	0	60361	0	46890	0	28942	0	0	0	0	0	0	5493	18908	0	38901	18457	0	13914.8666666667	18948.2546257147	10.8831716906946	0.00433260697519597	1	0.00871118325516856
mnm5U34_biosynthesis_bacteria	0	0	0	96592	0	0	51499	0	0	0	54985	0	141008	56418	79125	0	0	0	0	99805	0	0	0	0	0	0	64803	45730	105500	63633	0	28636.6	42002.4575386103	10.6526378539494	0.0048619342473086	1	0.00974959301444423
P_uptake_(cyanobacteria)	0	0	0	13634	0	0	12371	0	9871	0	9835	0	21503	9475	8651	0	0	0	0	0	0	0	0	12984	0	0	0	0	0	9009	0	3577.76666666667	5947.52862429275	10.6343147208122	0.00490668184763925	1	0.00981321519895507
Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway	20831	0	18969	0	21177	22817	340	0	0	0	0	0	0	0	0	0	0	0	24261	0	0	0	0	0	0	0	0	466	17034	0	0	4196.5	8537.14400580558	10.6290748898679	0.00491955379367141	1	0.00981321519895507
Nucleoid-associated_proteins_in_Bacteria	6	11	12	3	12	12	0	0	11	0	0	0	5	4	6	0	200	0	13	8	0	7	0	0	14	0	5	0	6	5	5	11.3333333333333	35.9629438913631	10.5515490943756	0.00511399414409154	1	0.0101742980609485
COG1565	25337	0	0	21310	0	0	11080	0	0	0	8624	12405	24500	0	9101	0	0	0	0	0	0	0	0	20096	0	0	9701	7615	22253	0	0	5734.06666666667	8699.85910679943	10.4590163934426	0.00535615883149225	1	0.0106281895137988
PFGI-1-like_cluster_1	4850	3238	12956	0	128	141	113	0	0	3	0	300	0	1735	154	0	0	0	152	0	0	0	0	188	0	0	111	0	3888	114	1.5	935.7	2586.25236987608	10.3854637865311	0.00555680546071949	1	0.010997541877873
Auxin_biosynthesis	0	0	0	0	38189	0	22195	13046	0	0	23305	31627	32677	0	19769	0	0	0	0	0	0	0	0	0	0	0	19187	14350	34647	18582	0	8919.13333333333	12940.7753398088	10.3760357675112	0.00558306213298506	1	0.0110207320229236
Cell_Division_Cluster	0	0	0	0	0	0	52483	0	0	0	52593	85915	96104	31279	50327	0	0	0	0	70702	0	0	0	0	0	0	0	46169	90611	0	0	19206.1	32122.3480691	10.3673773265652	0.00560728483474936	1	0.0110397971551689
Ribosome_SSU_chloroplast	15	0	13	0	5	8	8	0	41	5	6	15	11	11	14	0	3	0	6	22	0	0	0	5	0	8	0	2	19	8	5.5	7.5	8.92787189377873	10.3406213772316	0.00568280296273162	1	0.0111594939009082
At5g37530	0	117129	0	95843	0	0	77501	0	0	0	59513	0	152363	57909	84916	0	0	0	127689	101466	0	0	0	0	0	0	69202	66158	100587	67592	0	39262.2666666667	49283.9176852774	10.1685240554499	0.00619345600305025	1	0.012130851809592
Menaquinone_and_Phylloquinone_Biosynthesis	17377	23759	0	23032	30740	0	5144	0	0	0	6213	9637	9523	3456	22928	0	0	0	0	0	0	0	0	0	0	0	19792	4316	14704	0	0	6354.03333333333	9365.15166393507	10.1243816254417	0.00633167279755796	1	0.0123696081972911
Maltose_and_Maltodextrin_Utilization	0	0	0	95692	122383	135722	79031	0	0	0	74944	108497	149299	0	60871	0	0	0	130549	99310	0	0	0	0	0	0	0	64704	109626	76507	0	43571.1666666667	53881.8948180014	10.0865452568633	0.00645259677493266	1	0.0125734405023109
CTP_synthase_(EC_6.3.4.2)_cluster	33516	35261	35931	30575	29237	36729	24561	26757	35760	23676	22705	37313	72505	21751	23297	30428	25071	33448	33097	34639	20486	0	0	33196	19570	23555	19029	20332	29668	19074	27997	27705.5666666667	12532.6445173734	9.92220738762795	0.00700519197731183	1	0.0136152192789804
tRNA-methylthiotransferase_containing_cluster	0	0	0	0	39576	0	21770	0	0	0	22439	30527	38561	0	0	0	0	0	0	0	0	0	0	30010	0	0	0	17179	0	0	0	6668.73333333333	12897.6178766451	9.90060704168352	0.00708125929305761	1	0.0137278632842396
RNA_polymerase_chloroplast	32	12	22	31	9	8	6	9	12	28	6	0	0	11	0	8	37	31	9	31	0	12	6	0	6	6	3	8	6	9	8.5	11.9333333333333	11.0887744832434	9.89400181077409	0.0071046846305864	1	0.0137381401785319
CBSS-350688.3.peg.1509	0	216350	197768	207356	201868	0	155895	0	0	0	0	0	0	0	164361	0	0	0	242237	0	0	0	0	0	0	0	0	133564	197832	0	0	57241.0333333333	90657.373819378	9.85705583756346	0.00723714911497412	1	0.0139586743744285
COG2363	0	0	0	59026	0	0	24498	25968	0	0	26502	42286	65131	29445	40409	0	0	30841	0	54874	0	22935	0	0	0	0	31914	23295	0	31204	0	16944.2666666667	20678.911633358	9.80678899082568	0.00742134853234212	1	0.0142776197652673
Glutamate-mediated_methylamine_utilization_pathway	25110	31910	30696	32089	26275	32321	19768	0	34158	0	22861	42565	42348	17838	36896	0	29961	36693	33227	35430	22569	0	0	25132	0	0	18463	18638	22212	18220	23985.5	21846	13971.6972064093	9.79166478936696	0.00747768224965866	1	0.0143495775828893
Creatine_and_Creatinine_Degradation	3900	9387	6003	6539	0	0	2961	0	4886	0	2707	7246	11758	0	0	0	0	0	0	5044	0	0	0	0	0	0	0	5042	3133	0	0	2286.86666666667	3304.28331979436	9.77824730572885	0.00752801674104572	1	0.0143733921655231
Lipoic_acid_metabolism	0	0	0	11315	13257	0	14366	0	12066	0	12490	15748	22431	0	10456	0	0	0	15763	0	0	0	0	18484	0	0	0	8589	15046	0	0	5667.03333333333	7425.60886849126	9.77824730572885	0.00752801674104572	1	0.0143733921655231
Siderophore_Pyoverdine	8	6	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	13	0	5	14	0	2.13333333333333	3.91930089942452	9.62018286488316	0.00814711475303075	1	0.0155163642783852
PROSC	0	0	214557	204801	212431	237385	159653	0	0	0	73699	0	0	0	121297	0	0	0	216077	0	0	0	0	0	0	0	112089	0	195748	0	0	58257.9	89219.086220904	9.54388625592415	0.00846391769565263	1	0.0160793223391095
Aerotolerance_operon_in_Bacteroides_and_potentially_orthologous_operons_in_other_organisms	1868	1257	1079	1218	1824	1570	0	0	0	0	0	2996	4413	0	0	0	0	0	1653	0	0	0	0	0	0	0	3818	0	1658	3901	0	908.5	1345.16797438474	9.52739648326715	0.00853399020794683	1	0.0161719114440592
Maltose_utilization_cluster	0	0	0	32185	43498	44033	8060	0	25166	0	11257	13176	19810	23795	10856	0	18459	0	39282	32974	12550	0	0	0	0	0	0	8790	31638	19370	9823	13163.3	14769.2735309166	9.52205277172597	0.00855682228735883	1	0.0161747413810922
Pyrimidine_utilization	13719	13743	14684	0	0	0	5819	0	0	0	7477	12860	14451	8224	0	0	5263	0	0	0	0	16	0	8460	0	0	9248	7479	11404	9197	8	4734.8	5592.88463231138	9.43034307496824	0.00895832924581069	1	0.0168915760406082
Hemin_transport_system	13726	0	0	8592	11961	12071	6494	0	9067	0	8193	0	17062	6498	6279	0	0	0	0	0	0	0	0	0	0	0	5688	0	10019	0	0	3855	5259.38412547613	9.3563244469654	0.00929608232006881	1	0.0174416594025053
Methylglyoxal_Metabolism	0	14808	0	14489	14492	16549	9484	0	0	0	0	0	21315	10556	11627	0	0	0	16168	17179	0	0	0	11141	0	0	0	9190	0	0	0	5566.6	7285.97229258222	9.3563244469654	0.00929608232006881	1	0.0174416594025053
Rubrerythrin	7027	6059	3976	7308	5826	5787	3413	0	6366	0	0	0	5241	0	3245	0	9187	10801	6031	2312	9172	11310	11393	1619	8750	10598	3597	2588	5732	3558	5486.5	5029.86666666667	3691.55036800803	9.18831838565023	0.0101107183726111	1	0.0189232704356524
Putative_diaminopropionate_ammonia-lyase_cluster	0	0	0	0	0	0	8	34	0	0	33	0	19	0	0	2	3723	59	0	0	0	181	0	0	150	0	0	0	0	0	0	140.3	678.019995127801	9.1504568527919	0.0103039452160877	1	0.0190616819277955
Capsular_surface_virulence_antigen_loci	2	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	80	51	0	0	0	34	0	0	62	0	0	0	0	0	0	9.63333333333333	22.6068090647918	9.1492027334852	0.0103104084306018	1	0.0190616819277955
CBSS-235.1.peg.567	0	0	122970	123205	142223	0	0	0	0	0	0	0	0	0	113232	0	0	0	146386	0	0	0	0	0	0	0	0	0	127107	0	0	25837.4333333333	52819.7396765206	9.1492027334852	0.0103104084306018	1	0.0190616819277955
CBSS-316407.3.peg.1371	8250	0	0	4988	0	0	0	0	0	0	0	0	0	3892	0	0	0	0	5858	5350	0	0	0	0	0	0	0	0	6715	0	0	1168.43333333333	2457.66291680606	9.1492027334852	0.0103104084306018	1	0.0190616819277955
Mannitol_Utilization	0	27928	0	26408	34978	29831	3476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25557	0	0	4939.26666666667	11023.5748345686	9.1492027334852	0.0103104084306018	1	0.0190616819277955
Bacterial_RNA-metabolizing_Zn-dependent_hydrolases	0	0	0	132213	0	0	90208	0	0	0	86456	137621	158191	0	99311	0	0	0	146376	0	0	0	0	100730	0	0	0	71775	120130	0	0	38100.3666666667	57091.941278344	9.07200631911531	0.0107161518226001	1	0.0197587241400104
Bacterial_cyanide_production_and_tolerance_mechanisms	11737	21324	0	0	17151	16323	7431	0	0	0	10721	14642	24819	0	20406	0	0	0	26511	0	0	0	0	16567	0	0	0	10101	0	0	0	6591.1	8994.35354043551	9.06764038570618	0.0107395703768922	1	0.0197587241400104
CBSS-214092.1.peg.3450	288	216	210	181	143	293	0	0	354	0	0	0	0	224	0	0	453	0	0	0	0	9	0	181	17	0	0	0	296	0	0	95.5	136.533373462189	9.05087003806418	0.0108300021544895	1	0.0198768562544868
Dihydroxyacetone_kinases	1598	1245	0	0	1603	1467	0	0	1444	0	0	0	3314	0	1386	0	0	0	2206	0	0	0	0	0	0	0	2130	1764	1366	1996	0	717.3	960.306709266404	8.9821043675553	0.0112088438391552	1	0.0205224725364242
Lactate_utilization	0	21773	0	22878	22549	32264	0	0	0	0	32360	39680	0	0	48976	0	0	0	20864	0	0	0	0	0	0	0	21070	23467	28594	20492	0	11165.5666666667	14965.0214020685	8.96483267158253	0.0113060608822704	1	0.0206019236070838
DNA_repair,_bacterial	133412	153581	147299	127290	0	0	61895	0	0	0	43723	71843	133489	72376	47982	0	0	0	0	132335	0	0	0	0	0	0	0	51326	0	0	0	39218.3666666667	55570.4293763132	8.8834089619966	0.0117758496920637	1	0.0206019236070838
Anaerobic_benzoate_metabolism	0	0	0	0	0	0	1512	0	0	0	0	0	7299	0	3884	0	0	0	0	0	0	0	0	0	0	0	0	4794	0	0	0	582.966666666667	1696.18164453704	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Bacterial_Chemotaxis	0	0	0	0	0	0	2597	0	0	0	0	5424	9832	0	6664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817.233333333333	2328.27592989902	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Colonization_factor_antigen_I_fimbriae	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	884	0	0	0	0	20	0	0	17	0	0	0	0	0	0	30.7666666666667	161.218567282995	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Conjugative_transfer	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8313	0	0	0	0	5	0	0	738	0	0	0	0	0	0	301.933333333333	1519.0256617054	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Experimental-Ubiquinone_BiosynthesisVDC	0	0	0	0	0	0	0	0	0	0	6292	6647	0	0	5258	0	0	0	0	0	0	0	0	0	0	0	0	3777	0	0	0	732.466666666667	1943.9467804077	8.86624203821655	0.0118773622906275	1	0.0206019236070838
GABA_and_putrescine_metabolism_from_cluters	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1044	0	0	0	0	33	0	0	12	0	0	0	0	0	0	36.4666666666667	190.398807105314	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle	0	0	0	0	0	0	0	0	0	0	0	11089	0	0	13639	0	0	0	0	0	0	0	0	0	0	0	6560	0	0	6525	0	1260.43333333333	3458.80536166536	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Inner_membrane_protein_YhjD_and_conserved_cluster_involved_in_LPS_biosynthesis	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1236	0	0	0	0	92	0	0	83	0	0	0	0	0	0	47.1	225.640903298536	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Mediator_of_hyperadherence_YidE_in_Enterobacteria_and_its_conserved_region	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	991	0	0	0	0	37	0	0	19	0	0	0	0	0	0	34.9666666666667	180.720298906298	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Phenazine_biosynthesis	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0.9	2.49620401465077	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Polyadenylation_specificity_factor	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	28	0	0	0	0	0	2.63333333333333	8.82974336071507	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Proteasome_archaeal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	32	70	0	0	2	0	0	0	0	0	0	3.73333333333333	13.8637043697049	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Putative_hemin_transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	24	0	0	0	3	0	0	38	0	0	0	0	0	0	32.2333333333333	164.470243264672	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Putrescine_utilization_pathways	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1288	0	0	0	0	33	0	0	52	0	0	0	0	0	0	45.9333333333333	234.84887779655	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Respiratory_dehydrogenases_1	0	0	0	0	0	0	0	0	0	0	23855	0	0	0	32130	0	0	0	0	0	0	0	0	0	0	0	18872	0	0	18065	0	3097.4	8296.40123726277	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Spore_Core_Dehydration	489	0	471	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	73.2666666666667	194.809001656589	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	339	0	0	0	0	21	0	0	15	0	0	0	0	0	0	12.5666666666667	61.826611463491	8.86624203821655	0.0118773622906275	1	0.0206019236070838
tRNA_aminoacylation,_His	0	20912	19358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24100	0	0	0	0	0	0	0	0	0	19496	0	0	2795.53333333333	7283.65606723348	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Type_1_pili_(mannose-sensitive_fimbriae,_gamma-fimbriae)	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1365	0	0	0	0	83	0	0	121	0	0	0	0	0	0	52.6666666666667	249.25147712817	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Type_III_secretion_systems	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1374	11	0	0	0	39	0	0	0	0	0	0	0	0	0	47.5333333333333	250.636394601523	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Uncharacterized_sugar_kinase_cluster_(ygc)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1187	5	0	0	0	58	0	0	106	0	0	0	0	0	0	45.2	216.739379487646	8.86624203821655	0.0118773622906275	1	0.0206019236070838
Murein_hydrolase_regulation_and_cell_death	0	7193	6663	5359	9659	5977	0	0	0	0	2798	0	7492	2975	0	0	0	0	0	0	0	0	0	4481	0	0	5245	0	4248	0	0	2069.66666666667	3016.12498978789	8.67493293591656	0.0130695985400434	1	0.0226181636834541
Transport_of_Zinc	0	0	0	4739	0	0	0	0	0	0	3548	3959	0	4785	2890	0	0	0	6548	4325	0	0	0	0	0	0	3889	2314	0	3728	0	1357.5	2056.47064165769	8.566224328594	0.0137996484152821	1	0.0238271833685281
Colanic_acid_biosynthesis	1737	1714	1028	0	2248	3095	3535	0	0	0	5160	6203	7775	1262	0	0	47706	0	0	3404	0	0	0	1024	0	0	0	4472	1789	5599	1026	3258.36666666667	8681.77702087711	8.54136138613863	0.0139722690888954	1	0.0240704090213244
CBSS-281090.3.peg.464	45710	0	0	40875	0	0	0	0	0	0	0	0	76198	27446	39641	0	0	0	0	43907	0	0	0	33568	0	0	31197	34899	39478	31342	0	14808.7	21252.7731142274	8.47439642324887	0.0144480154692373	1	0.0248335503983716
KDO2-Lipid_A_biosynthesis	0	0	119782	0	119446	0	44332	0	0	0	0	63822	94931	0	68183	0	0	0	0	0	0	0	0	0	0	0	55107	42722	103398	53275	0	25499.9333333333	40342.6655983663	8.26568720379148	0.0160372104799455	1	0.0274406445683944
Sporulation-associated_proteins_with_broader_functions	0	9207	8705	0	0	0	1027	0	0	0	840	2320	0	0	1311	0	0	0	0	0	0	0	0	0	0	0	1583	1445	7728	1574	0	1191.33333333333	2583.91873382049	8.26568720379148	0.0160372104799455	1	0.0274406445683944
Disulphide_related_cluster	0	730	0	0	0	0	0	0	0	6227	0	0	0	0	0	9485	7009	0	0	0	0	6529	8636	0	11084	0	1287	2005	0	1241	0	1807.76666666667	3361.23434514592	8.10075829383884	0.0174157702519157	1	0.0297323284931353
CBSS-176299.4.peg.1292	68309	0	0	60038	0	72895	0	0	0	0	0	0	0	37065	54875	0	0	0	0	57665	0	0	0	49413	0	0	42016	48192	57419	41283	0	19639	27072.4887293355	8.03874813710879	0.0179642057824318	1	0.0305310941324738
CBSS-261594.1.peg.788	0	13837	13087	12397	12050	13669	467	0	0	0	741	663	1195	0	560	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	2301.5	4887.16385386072	8.03874813710879	0.0179642057824318	1	0.0305310941324738
Ribosome_LSU_chloroplast	34	48	47	0	0	40	12	0	133	7	0	0	4	0	54	2	0	5	52	75	0	7	4	0	0	11	0	18	40	38	6	21.0333333333333	30.355915555216	8.02455524344568	0.018092141220257	1	0.0306797383556036
Sucrose-specific_PTS	0	43137	38550	38404	41771	0	4738	0	0	0	0	0	0	0	0	0	8623	0	49112	0	0	0	0	0	0	0	22898	0	35791	22491	0	10183.8333333333	16892.3830704507	8.00546603475514	0.0182656502703667	1	0.0309048279128079
Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	0	72392	72801	61507	0	72210	27634	0	0	0	23383	31481	63941	0	27022	0	0	0	0	0	0	0	0	0	0	0	0	16944	59303	0	0	17620.6	27004.1229286349	7.9488524590164	0.0187900795955211	1	0.0316508451853444
DNA_repair,_bacterial_RecFOR_pathway	0	0	0	87856	104934	0	38348	0	0	0	19910	60666	88881	49964	17848	0	0	0	118601	88110	0	0	0	0	0	0	0	0	98869	0	0	25799.5666666667	40098.1836674236	7.9488524590164	0.0187900795955211	1	0.0316508451853444
At3g21300	0	0	38876	0	42510	49174	34757	0	0	0	17791	28749	51641	0	25731	0	0	0	53527	0	0	0	0	0	0	0	0	25027	43221	0	0	13700.1333333333	19604.0217755111	7.8866169895678	0.0193839767524729	1	0.0325788345418502
Molybdenum_cofactor_biosynthesis	30717	0	0	33359	0	0	22303	0	0	0	8624	12405	46300	14266	12622	0	14758	0	0	0	13707	0	0	19439	11568	0	11103	20259	29132	10916	9770	10382.6	12420.1175312336	7.8436386138614	0.019805030519084	1	0.0332128609147471
Lysine_degradation	20831	17691	13931	0	21455	20879	3366	10054	0	0	0	0	16114	0	12099	17826	10910	13657	25903	20963	0	9584	9400	2676	8663	0	9178	9814	16740	9213	9699	10031.5666666667	8048.37507131134	7.81902063024256	0.0200503169951769	1	0.0335499785482209
Methylthiotransferases	0	34831	34084	34432	0	40945	39085	0	0	0	32718	0	0	0	41930	0	0	0	39031	0	0	0	0	26764	0	0	0	0	32010	0	0	11861	17257.7559195659	7.69668246445498	0.0213150638712919	1	0.0355877057586769
COG3533	7369	6776	6322	4071	7548	7471	0	0	4493	0	0	0	3813	0	0	0	163940	0	6046	0	0	0	0	12396	0	0	8480	0	5744	8273	0	8424.73333333333	29603.6299439354	7.62209698558324	0.0221249689209574	1	0.0368587394331554
Putative_TldE-TldD_proteolytic_complex	0	0	17491	12613	13929	18693	0	0	0	0	4844	5324	0	0	7295	0	109	0	14060	0	0	0	0	16413	0	0	1610	0	14421	0	0	4226.73333333333	6578.89946741086	7.44903573454341	0.0241247289447326	1	0.0401020713598844
Protection_from_Reactive_Oxygen_Species	12542	12324	11818	11354	12170	15123	18418	8819	17937	12206	16894	22460	36228	8518	21293	13407	11941	11481	13180	13650	9240	8297	0	16889	17104	11659	13003	11567	10647	12658	12433	13760.9	6012.27112031202	7.3883870967742	0.0248675000136922	1	0.041246312932995
Streptococcus_pyogenes_recombinatorial_zone	3285	0	0	4572	0	3043	2339	0	0	0	0	0	0	2385	0	0	0	0	0	2817	0	0	0	0	0	0	0	1149	2601	0	0	739.7	1335.45307176874	7.2659691629956	0.0264371626775724	1	0.0437540814620085
HPr_kinase_and_hprK_operon_in_Gram-positive_organisms	0	19132	0	18041	18319	0	3476	0	0	0	0	4741	0	0	3149	0	0	0	21461	0	0	0	0	0	0	0	0	0	18625	2545	0	3649.63333333333	7158.11618197921	7.16412859560067	0.0278182138655189	1	0.045939446862883
COG2509	0	0	0	40834	43961	43759	31472	0	0	0	0	0	56005	0	0	0	0	0	46816	0	0	0	0	0	0	0	29376	29126	34100	29094	0	12818.1	19141.0853318016	7.0781990521327	0.0290394645932706	1	0.0478519873080415
Isoprenoid_Biosynthesis	0	124458	0	87660	0	0	35687	0	0	0	26849	77150	115163	0	62209	0	0	0	0	87214	0	0	0	0	0	0	0	54436	114435	0	0	26175.3666666667	42085.1081029066	7.00398104265402	0.030137334670584	1	0.0495533615624787
Thiamin_biosynthesis	0	45411	33789	46598	0	0	17920	0	0	0	0	28937	44093	21301	27087	0	0	0	0	38734	0	0	0	0	0	0	0	22381	0	0	0	10875.0333333333	16731.7349214482	6.96366508688784	0.030751006811017	1	0.0504529505687249
Glycerol_fermenation_to_1,3-propanediol	2204	0	523	936	9425	10516	690	3	1694	25	0	0	2618	0	676	0	283	8	2303	861	4	2	21	7522	1056	0	5118	0	6709	5037	599.5	1941.13333333333	3013.98333900771	6.94850191484568	0.0309850342429437	1	0.0507271186957912
At4g10620_At3g57180_At3g47450	0	24991	0	18484	0	0	5003	0	0	0	9373	12432	12804	0	4864	0	0	0	30794	0	0	0	0	0	0	0	0	7496	23176	0	0	4980.56666666667	8746.72965360959	6.90502369668248	0.0316659962178656	1	0.0516189787809507
tRNA_aminoacylation,_Phe	0	54522	50912	0	0	0	17146	0	0	0	16927	24237	28795	0	15500	0	0	0	60841	0	0	0	0	0	0	0	0	14479	50252	0	0	11120.3666666667	19054.0778954828	6.90502369668248	0.0316659962178656	1	0.0516189787809507
CO2_uptake,_carboxysome	147	0	9	22	0	0	19	0	0	0	112	277	0	0	55	0	0	0	0	32	0	0	0	38	0	0	0	0	114	0	0	27.5	60.9152888345209	6.89494470774092	0.0318259796098421	1	0.0517684389361809
O-antigen_capsule_important_for_environmental_persistence	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	1566	0	0	0	0	11	0	0	127	0	0	0	0	0	0	57	285.944050471417	6.54374670184698	0.0379352943489966	1	0.0601179415039812
Unspecified_monosaccharide_transport_cluster	0	31635	29679	28132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26559	3585	0	3986.33333333333	10025.0252259837	6.54374670184698	0.0379352943489966	1	0.0601179415039812
